id,is_appartment,area,added_time,bedrooms,new_building,postcode,advertiser,foto_amount,subtype,energy_value,energy_label,province
tr5615,True,92.0,143020308,2.0,0,9420,Immo Lierman,22.0,Appartement,142.0,b,Oost-Vlaanderen
tr22887,True,36.0,140928157,0.0,0,8620,Euro-Immo,9.0,Studio met slaaphoek,205.0,c,West-Vlaanderen
tr18616,False,185.0,138164340,4.0,1,2830,Heylen Vastgoed - Mechelen,16.0,Eengezinswoning,14.0,a,Antwerpen
tr15346,False,180.0,141379924,3.0,1,9290,Cornelis en Partners,17.0,Eengezinswoning,65.0,a,Oost-Vlaanderen
tr8036,True,117.0,133991385,2.0,0,3630,Telen Vastgoedmakelaar,16.0,Duplex,102.0,b,Limburg
tr5611,True,75.0,142005799,1.0,0,2018,METROPOLITAN REAL ESTATE,10.0,Appartement,79.0,a,Antwerpen
tr6913,False,175.0,136431015,4.0,0,1800,Ring Consult,21.0,Villa,331.0,d,Vlaams-Brabant
tr4352,False,190.0,141352560,0.0,0,9150,Uw-Huis Bv,17.0,Woning,608.0,f,Oost-Vlaanderen
tr18970,False,634.0,141930130,10.0,0,8610,Crevits - Sys Vastgoed,35.0,Woning,300.0,c,West-Vlaanderen
tr8728,False,109.0,139444163,2.0,0,3530,LIMBURGSE WOONCENTRALE,26.0,Woning,494.0,e,Limburg
tr18759,True,135.0,132798389,3.0,0,9000,Hillewaere Gent,23.0,Duplex,116.0,b,Oost-Vlaanderen
tr26069,True,99.0,142933001,3.0,1,3380,Century 21 Connect ,11.0,Duplex,65.0,a,Vlaams-Brabant
tr21891,False,170.0,139822056,4.0,0,9500,CasaVista Vastgoedkantoor,22.0,Villa,306.0,d,Oost-Vlaanderen
tr27059,True,87.0,135239610,2.0,0,1500,Living Stone Dilbeek,18.0,Appartement,121.0,b,Vlaams-Brabant
tr23970,False,195.0,142416060,3.0,0,9160,LOKEREN - Verdegem Vastgoed,16.0,Eengezinswoning,360.0,d,Oost-Vlaanderen
tr20398,False,115.0,127102854,3.0,0,3890,Gabriel Ene,16.0,Eengezinswoning,167.0,b,Limburg
tr19372,True,72.0,143178407,2.0,0,8800,Dewaele - Roeselare,19.0,Appartement,165.0,b,West-Vlaanderen
tr11924,True,378.0,134089174,10.0,0,2870,Uw-Huis Bv,27.0,Appartement,283.0,c,Antwerpen
tr15672,False,200.0,125218974,4.0,0,4100,WOLFS L'Immobilière,27.0,Woning,175.0,c,Luik
tr1070,False,130.0,131060009,2.0,0,7060,Immobilier Domus,13.0,Woning,390.0,e,Henegouwen
tr20598,True,98.0,142371091,2.0,1,9470,Huysman Bouw,3.0,Appartement,0.0,a,Oost-Vlaanderen
tr8451,False,310.0,82672483,4.0,0,6140,Bureau SAVINI,23.0,Gemengd gebruik,154.0,b,Henegouwen
tr12271,True,86.95,136364044,2.0,1,5100,Latour & Petit Namur Neuf,15.0,Appartement,65.0,a,Namen
tr21865,True,125.0,142502517,2.0,0,3550,IMMOFUSION HEUSDEN-ZOLDER,20.0,Appartement,326.0,d,Limburg
tr15994,False,220.0,141970693,3.0,0,2240,Immo My Home,34.0,Villa,363.0,d,Antwerpen
tr23723,False,207.0,138143383,4.0,0,8840,Coventa,25.0,Woning,342.0,d,West-Vlaanderen
tr676,True,93.0,100788315,2.0,1,3390,Immodrome,6.0,Appartement,30.0,a,Vlaams-Brabant
tr23779,False,120.0,142996813,3.0,0,2180,Bolt Immo Antwerpen,21.0,Woning,240.0,c,Antwerpen
tr4293,False,155.0,141267421,2.0,0,3680,Suzanne Louw Vastgoed,38.0,Woning,638.0,f,Limburg
tr14268,True,94.0,121936329,2.0,0,9240,Goeman Vastgoed Lede - Dendermonde,29.0,Appartement,65.0,a,Oost-Vlaanderen
tr10858,False,114.0,142580353,2.0,0,2840,Heylen Vastgoed - Mechelen,16.0,Eengezinswoning,1165.0,f,Antwerpen
tr13391,False,156.0,139996228,3.0,1,2570,Altro Mechelen,11.0,Woning,65.0,a,Antwerpen
tr22842,False,108.0,123226247,3.0,1,3970,Savemak Vastgoed,8.0,Woning,65.0,a,Limburg
tr24091,False,134.41,138338878,3.0,1,9290,Hectaar NV,10.0,Woning,65.0,a,Oost-Vlaanderen
tr26938,True,87.0,135413729,2.0,0,5300,Ct Immo,26.0,Gelijkvloers app.,100.0,b,Namen
tr15547,False,737.0,141557544,8.0,0,9570,Makelaarskantoor De Smet BV,39.0,Woning,381.0,d,Oost-Vlaanderen
tr12388,True,84.0,141011372,2.0,0,8430,Immo Costa,20.0,Appartement,217.0,c,West-Vlaanderen
tr25103,False,161.0,138312938,3.0,1,3550,Marchetta,10.0,Eengezinswoning,65.0,a,Limburg
tr21072,True,90.51,142069340,2.0,1,9990,Bonne Vastgoed ,21.0,Appartement,65.0,a,Oost-Vlaanderen
tr22217,True,86.0,142574027,3.0,0,2830,Heylen Vastgoed - Mechelen,15.0,Appartement,136.0,b,Antwerpen
tr11233,False,167.0,142078436,3.0,1,8650,Diksimmo Ieper,5.0,Woning,30.0,a,West-Vlaanderen
tr15264,False,187.0,134898406,4.0,0,7012,Logissim,18.0,Eengezinswoning,454.0,f,Henegouwen
tr16821,True,98.0,141227880,2.0,0,1080,Immo BPC,17.0,Appartement,166.0,d,Hoofdstedelijk Gewest Brussel
tr10069,False,208.0,142144256,3.0,0,9230,NB-Projects,3.0,Woning,339.0,d,Oost-Vlaanderen
tr26801,False,288.0,141724022,4.0,1,8200,Altro Brugge,11.0,Uitzonderlijke woning,65.0,a,West-Vlaanderen
tr26557,True,94.0,137276236,2.0,0,9000,Immobiliën Crevits ,10.0,Appartement,241.0,c,Oost-Vlaanderen
tr7369,False,149.0,142418458,3.0,0,7972,Henro Immobilier,13.0,Woning,298.0,d,Henegouwen
tr17407,True,79.0,118938239,2.0,1,6220,CLUB IMMOBILIER,10.0,Appartement,65.0,a,Henegouwen
tr23536,True,94.2,135758627,2.0,1,1160,Latour & Petit Bxl Vente,12.0,Appartement,65.0,a,Hoofdstedelijk Gewest Brussel
tr20441,False,154.0,106362286,3.0,1,9950,Woningbouw Speybroeck,4.0,Woning,65.0,a,Oost-Vlaanderen
tr21333,True,100.0,142130982,3.0,0,2600,Coprimmo,11.0,Appartement,144.0,b,Antwerpen
tr22298,True,127.0,139101541,3.0,1,8670,ERA Servimo (Koksijde),6.0,Appartement,65.0,a,West-Vlaanderen
tr6820,False,238.0,138919894,5.0,0,9500,Vastgoed Svena,15.0,Woning,8.0,a,Oost-Vlaanderen
tr25516,True,71.0,142676887,2.0,0,2650,Heylen Vastgoed - Herentals,9.0,Gelijkvloers app.,441.0,e,Antwerpen
tr19686,False,227.0,142167834,3.0,0,3910,Heylen Vastgoed - Lommel,18.0,Eengezinswoning,191.0,b,Limburg
tr8369,True,98.46,122008706,2.0,1,3960,Immosign+ BV,6.0,Appartement,0.0,a,Limburg
tr12280,True,106.0,142569262,3.0,0,8400,Diksimmo Diksmuide,24.0,Appartement,228.0,c,West-Vlaanderen
tr10945,False,220.0,139797481,4.0,0,8450,Agence Dermul,52.0,Rijwoning,333.0,d,West-Vlaanderen
tr25253,True,80.0,134114199,1.0,0,9000,Immo Troef ,19.0,Appartement,79.0,a,Oost-Vlaanderen
tr25923,False,217.0,133931859,3.0,0,9890,Immo-T BVBA ,29.0,Woning,200.0,b,Oost-Vlaanderen
tr4071,False,216.0,132290827,4.0,0,1745,NB-Projects,3.0,Woning,339.0,d,Vlaams-Brabant
tr10832,False,161.0,141876498,5.0,0,8400,NOTULUS,32.0,Rijwoning,313.0,d,West-Vlaanderen
tr8893,True,170.0,137535092,3.0,0,9140,Uw-Huis Bv,14.0,Triplex,251.0,c,Oost-Vlaanderen
tr3471,False,92.0,142642343,2.0,0,3840,HET IMMOHUIS,14.0,Woning,594.0,f,Limburg
tr981,True,89.0,135677347,2.0,1,9700,Dewaele - Oudenaarde,16.0,Appartement,65.0,a,Oost-Vlaanderen
tr17381,True,82.0,136422989,1.0,0,5580,ERA B-Lux (Marche-en-Famenne),5.0,Penthouse,289.0,d,Namen
tr10317,False,134.0,140993971,3.0,0,8820,Huys Médard,30.0,Woning,420.0,e,West-Vlaanderen
tr11658,False,215.0,136451215,3.0,0,1910,Immo Willems,24.0,Woning,386.0,d,Vlaams-Brabant
tr20581,True,34.0,142677649,0.0,0,8430,Agence Depoorter West,14.0,Studio met slaaphoek,200.0,b,West-Vlaanderen
tr24123,False,192.0,142988341,3.0,0,8560,Habitat Wevelgem,26.0,Woning,207.0,c,West-Vlaanderen
tr5174,False,150.0,142568176,3.0,0,9750,Immobiliën Crevits ,9.0,Woning,563.0,f,Oost-Vlaanderen
tr6756,True,65.0,140970729,1.0,0,9000, Cannoodt,18.0,Appartement,678.0,f,Oost-Vlaanderen
tr4716,True,84.0,140609232,0.0,0,8301,Willem Cauwels Real Estate,13.0,Gelijkvloers app.,331.0,d,West-Vlaanderen
tr15097,False,175.0,142557550,3.0,0,8800,ERA @t Home (Geluwe),19.0,Woning,350.0,d,West-Vlaanderen
tr21379,False,154.0,136669565,3.0,1,8851,All-Bouw,4.0,Woning,10.0,a,West-Vlaanderen
tr20866,True,98.0,115185395,2.0,1,9000,Tondelier development nv,17.0,Appartement,31.0,a,Oost-Vlaanderen
tr7023,False,236.0,140058866,4.0,0,8800,Dewaele - Roeselare,28.0,Woning,358.0,d,West-Vlaanderen
tr23929,True,127.0,139557268,2.0,0,3290,Immo ALVAST,15.0,Duplex,222.0,c,Vlaams-Brabant
tr17767,False,245.0,142726950,4.0,0,3960,Idealis Vastgoed,49.0,Villa,123.0,b,Limburg
tr2968,False,124.2,117690119,3.0,0,3670,Swevers Real Estate,9.0,Woning,339.0,d,Limburg
tr10761,True,126.0,104901095,1.0,0,9550,Living Stone Ninove,13.0,Appartement,160.0,b,Oost-Vlaanderen
tr21044,False,188.65,82724805,3.0,1,2450,O3 SHIFT,21.0,Woning,65.0,a,Antwerpen
tr13022,False,209.0,143092929,4.0,0,3001,LED-on-IMMO,38.0,Woning,323.0,d,Vlaams-Brabant
tr9728,False,131.0,139449984,3.0,0,8920,IMMO TRYBOU ,18.0,Woning,643.0,f,West-Vlaanderen
tr23832,True,83.0,142733081,2.0,1,8660,Diksimmo Diksmuide,16.0,Appartement,65.0,a,West-Vlaanderen
tr25225,False,126.0,142046078,2.0,0,9990,IMMO ZONE Rhodeland,19.0,Woning,228.0,c,Oost-Vlaanderen
tr24991,True,204.0,124896825,3.0,1,3950,Vastgoed C - Bocholt verkoop,24.0,Penthouse,65.0,a,Limburg
tr20754,True,59.0,142400982,1.0,0,2060,VAN ERMENGEM & DE GRAEF,20.0,Appartement,213.0,c,Antwerpen
tr21410,True,98.0,142389726,3.0,0,2660,Habicom Hoboken,10.0,Appartement,391.0,d,Antwerpen
tr17731,True,100.0,135818669,0.0,0,8800,ROVAC IMMOBILIEN,20.0,Appartement,99.0,a,West-Vlaanderen
tr7399,False,180.0,138184361,3.0,0,2490,Mol Matimmo Vastgoed,26.0,Eengezinswoning,362.0,d,Antwerpen
tr88,False,350.0,130630923,5.0,0,9620,Immo Francois - Zottegem,22.0,Woning,269.0,c,Oost-Vlaanderen
tr3813,True,119.0,142755080,2.0,1,8610,Diksimmo Diksmuide,17.0,Appartement,65.0,a,West-Vlaanderen
tr19983,False,184.0,142588446,3.0,0,2800,Altro Mechelen,27.0,Woning,284.0,c,Antwerpen
tr20290,True,132.0,141050747,2.0,0,9971,Dewaele - Eeklo,16.0,Appartement,283.0,c,Oost-Vlaanderen
tr24587,True,164.5,107893446,3.0,0,9700,Immo Nobels,28.0,Appartementsgebouw,456.0,e,Oost-Vlaanderen
tr10400,True,126.0,143103020,3.0,1,1000,Dewaele - Brussels South,15.0,Appartement,210.0,d,Hoofdstedelijk Gewest Brussel
tr7289,True,66.0,136776094,2.0,0,8301,Colpin Heist,14.0,Appartement,77.0,a,West-Vlaanderen
tr17871,False,196.0,137739265,3.0,0,8300,Content Vastgoed,13.0,Villa,253.0,c,West-Vlaanderen
tr19079,False,332.0,138136308,0.0,0,8792,Immoburo Termote,19.0,Woning,250.0,c,West-Vlaanderen
tr3632,True,126.0,135470020,2.0,0,3700,Mous Vastgoed & Expertise,22.0,Appartement,175.0,b,Limburg
tr15390,True,64.0,134850723,0.0,0,3600,Clé Vastgoed,16.0,Assistentie-appartement,61.0,a,Limburg
tr15256,True,113.0,140068799,2.0,0,3600,Sensimmo,24.0,Gelijkvloers app.,65.0,a,Limburg
tr20768,False,147.0,136075730,4.0,0,2845,Mondo vastgoed,12.0,Woning,145.0,b,Antwerpen
tr1326,False,154.0,141700518,3.0,0,3900,Unknown,12.0,Boerderij,688.0,f,Limburg
tr14956,True,163.85,102918889,2.0,0,3650,N78 vastgoed,62.0,Appartement,166.0,d,Limburg
tr18533,True,124.8,137747044,3.0,1,1160,Latour & Petit Bxl Vente,11.0,Appartement,65.0,a,Hoofdstedelijk Gewest Brussel
tr8315,True,199.0,139371526,2.0,0,9300,Vastgoedadvies De Rick ,21.0,Appartement,292.0,c,Oost-Vlaanderen
tr7250,False,138.0,138327090,3.0,1,9450,Hectaar NV,21.0,Woning,65.0,a,Oost-Vlaanderen
tr19104,True,34.0,121576236,0.0,0,3001,Immo3000,9.0,Studio met slaaphoek,222.0,c,Vlaams-Brabant
tr21292,False,264.0,124610273,4.0,0,3221,Unique Properties immobiliën,18.0,Gemengd gebruik,643.0,f,Vlaams-Brabant
tr845,True,154.0,138513879,3.0,0,8870,ROVAC IMMOBILIEN,23.0,Appartement,244.0,c,West-Vlaanderen
tr15878,False,303.0,114638183,3.0,0,2070,Jamar,15.0,Gemengd gebruik,315.0,d,Oost-Vlaanderen
tr25452,True,45.0,138745696,1.0,0,8620,Residentie Vastgoed,14.0,Appartement,599.0,f,West-Vlaanderen
tr19648,False,96.0,138960081,1.0,0,1180,Property one,11.0,Woning,616.0,g,Hoofdstedelijk Gewest Brussel
tr22226,True,59.08,118484085,1.0,1,5000,Latour & Petit Namur Neuf,15.0,Studio met slaaphoek,80.0,a,Namen
tr16652,True,360.0,57203711,3.0,0,8380,DRL Vastgoed,35.0,Appartement,176.0,b,West-Vlaanderen
tr14695,False,383.0,143003858,8.0,0,3550,ERA De Piramide (Heusden-Zolder),25.0,Eengezinswoning,322.0,d,Limburg
tr6443,True,85.0,123373847,2.0,0,9270,Vastgoed Browaeys,13.0,Appartement,188.0,b,Oost-Vlaanderen
tr25989,False,761.0,138268305,10.0,0,3630,Christoffels,17.0,Gemengd gebruik,239.0,c,Limburg
tr11895,True,98.0,141956415,2.0,0,8900,Immo-Casa,14.0,Appartement,97.0,a,West-Vlaanderen
tr16297,False,180.0,133067709,4.0,0,6940,Antoine Immobilier Durbuy,37.0,Woning,527.0,g,Luxemburg
tr21346,True,134.0,130455446,3.0,0,9910,Dewaele - Eeklo,25.0,Appartement,242.0,c,Oost-Vlaanderen
tr10003,False,140.0,143073587,2.0,0,9070,i-Moov,14.0,Bel-étage,244.0,c,Oost-Vlaanderen
tr4379,False,174.0,139376249,3.0,0,3540,Kasper & Kent,30.0,Woning,200.0,b,Limburg
tr23015,True,76.0,143006289,1.0,0,2930,Heylen Vastgoed - Brasschaat,13.0,Appartement,112.0,b,Antwerpen
tr24492,False,130.0,140078258,3.0,1,2960,Immo point Lahuis,18.0,Woning,65.0,a,Antwerpen
tr18436,False,163.0,141466829,3.0,0,9120,Van Hoye Vastgoed,14.0,Woning,455.0,e,Oost-Vlaanderen
tr3468,True,128.0,140039188,3.0,0,3550,Unknown,12.0,Duplex,26.0,a,Limburg
tr11700,False,235.0,138481077,4.0,0,9900,Vastgoed Unicum,24.0,Woning,917.0,f,Oost-Vlaanderen
tr18649,True,99.0,134110714,2.0,1,3060,Huysewinkel Gent,17.0,Penthouse,65.0,a,Vlaams-Brabant
tr9709,True,57.59,140943717,1.0,1,2300,Heylen Vastgoed - Turnhout,14.0,Appartement,65.0,a,Antwerpen
tr21442,False,293.0,143079691,5.0,0,2220,Boonstra Vastgoed,27.0,Eengezinswoning,243.0,c,Antwerpen
tr20893,True,110.0,143107547,3.0,0,9000,Carlo Eggermont,18.0,Appartement,64.0,a,Oost-Vlaanderen
tr3726,False,91.0,138551347,3.0,0,8930,Tally Immobiliën,12.0,Woning,293.0,c,West-Vlaanderen
tr16987,True,18.0,134658179,1.0,0,2000,JANSSEN EN JANSSEN Brasschaat,9.0,Appartement,92.0,a,Antwerpen
tr16036,False,65.0,134273417,1.0,0,7780,GIC Immobilier Comines,9.0,Woning,219.0,c,Henegouwen
tr2312,True,98.0,141959743,2.0,0,1800,Ring Consult,10.0,Appartement,252.0,c,Vlaams-Brabant
tr23523,False,136.0,139350116,3.0,0,8870,Bordes,30.0,Woning,667.0,f,West-Vlaanderen
tr24652,False,159.0,134897891,3.0,0,2590,kantoor C&M Vastgoed Bonheiden,13.0,Bel-étage,202.0,c,Antwerpen
tr16778,False,305.0,140601044,5.0,0,9520,Immo Lierman,31.0,Woning,387.0,d,Oost-Vlaanderen
tr15852,True,91.0,133597508,2.0,1,3920,ERA Carl Tournier (Lommel),8.0,Appartement,65.0,a,Limburg
tr23037,False,130.0,142678338,3.0,0,5530,Century 21 Primogest,22.0,Woning,639.0,g,Namen
tr14623,False,167.0,142737042,3.0,0,8800,Unknown,19.0,Unknown,126.0,b,West-Vlaanderen
tr14491,True,120.0,140500768,2.0,0,1030,Geert Pierco Vastgoed,28.0,Appartement,0.0,a,Hoofdstedelijk Gewest Brussel
tr13329,True,92.0,138785087,2.0,1,8620,ERA Servimo (Nieuwpoort),17.0,Appartement,65.0,a,West-Vlaanderen
tr26775,True,42.0,135443868,1.0,0,9060,ERA Ryckaert (Zelzate),10.0,Studio met slaaphoek,424.0,e,Oost-Vlaanderen
tr10984,True,104.0,122782876,1.0,0,3290,ERA De Piramide (Diest),20.0,Appartement,225.0,c,Vlaams-Brabant
tr16898,False,587.0,137799027,4.0,0,2830,Vastgoed Kerremans,39.0,Gemengd gebruik,317.0,d,Antwerpen
tr20492,False,141.0,128214993,2.0,0,7370,Logissim,16.0,Eengezinswoning,198.0,c,Henegouwen
tr23626,False,300.0,139476336,5.0,0,2640,Sorenco Berchem,19.0,Gemengd gebruik,349.0,d,Antwerpen
tr4477,True,90.0,141371260,2.0,0,2240,TEMPO,9.0,Appartement,137.0,b,Antwerpen
tr21383,True,89.0,141027419,2.0,0,9880,PERSPECTIEF VASTGOED,16.0,Appartement,56.0,a,Oost-Vlaanderen
tr24121,True,85.0,131782273,2.0,0,9800,BVBA Vastgoed Rik Schepens,11.0,Serviceflat,93.0,b,Oost-Vlaanderen
tr1492,False,316.0,114346236,5.0,0,2360,Hillewaere Turnhout,30.0,Villa,267.0,c,Antwerpen
tr8654,False,154.0,132480097,3.0,1,3580,Het Vastgoedkantoor Beringen,25.0,Eengezinswoning,65.0,a,Limburg
tr22110,False,126.0,135326307,3.0,0,8020,Waeyler ,20.0,Woning,674.0,f,West-Vlaanderen
tr19344,False,250.0,138854341,7.0,0,2060,Bolt Immo Antwerpen,36.0,Woning,339.0,d,Antwerpen
tr8643,False,143.0,142997968,1.0,0,3200,"MICHIELS, STROEYKENS & PELGRIMS",29.0,Rijwoning,238.0,c,Vlaams-Brabant
tr17224,True,120.0,129365295,3.0,0,3700,GoedGevonden,20.0,Appartement,160.0,b,Limburg
tr12612,False,170.0,142154773,3.0,0,1410,Cap Sud Braine-Waterloo,15.0,Woning,440.0,f,Waals-Brabant
tr7803,False,113.0,139569882,2.0,0,6230,Century 21 Immo Dewaele,11.0,Woning,627.0,g,Henegouwen
tr25075,False,162.0,142853561,3.0,0,2870,Walbers Immo,16.0,Woning,295.0,c,Antwerpen
tr20816,True,75.7,134611141,1.0,1,8900,Dewaele - Ieper,8.0,Appartement,65.0,a,West-Vlaanderen
tr18530,False,147.0,136538766,3.0,0,5641,Team Construct,6.0,Woning,339.0,d,Namen
tr21745,False,154.0,139027941,3.0,0,8680,Immo Gryson TORHOUT,13.0,Woning,279.0,c,West-Vlaanderen
tr4794,True,86.0,134201729,2.0,1,2320,ERA NOORD (Hoogstraten),20.0,Gelijkvloers app.,65.0,a,Antwerpen
tr21362,False,89.0,137748802,2.0,0,4680,Nigel Immo,23.0,Woning,221.0,c,Luik
tr6766,False,127.0,142674054,3.0,0,4020,Sciara Immo,27.0,Woning,458.0,f,Luik
tr20829,False,158.0,138045948,0.0,0,2100,One Vastgoed - Deurne,26.0,Woning,434.0,e,Antwerpen
tr18785,True,55.0,139712087,2.0,0,8434,LaPlage,15.0,Appartement,667.0,f,West-Vlaanderen
tr3039,False,100.0,76820593,0.0,1,3271,Bouwcomfort NV,13.0,Woning,65.0,a,Vlaams-Brabant
tr26699,False,184.0,136020306,3.0,0,5190,Team Construct,4.0,Woning,339.0,d,Namen
tr579,False,200.0,142628307,4.0,1,9940,Huysman Bouw,4.0,Woning,0.0,a,Oost-Vlaanderen
tr10283,False,220.0,135729102,4.0,0,1070,IGL Immobiliën,26.0,Woning,564.0,g,Hoofdstedelijk Gewest Brussel
tr1057,False,167.0,142412145,4.0,0,2222,Heist Immo bvba,37.0,Woning,104.0,b,Antwerpen
tr22215,False,200.0,125193456,4.0,0,3920,Idealis Vastgoed,15.0,Eengezinswoning,336.0,d,Limburg
tr660,True,85.0,135015212,1.0,0,8500,The Rock Real Estate,10.0,Appartement,459.0,e,West-Vlaanderen
tr16556,True,90.0,142038868,2.0,0,9000,ERA Wonen (Gent),26.0,Appartement,122.0,b,Oost-Vlaanderen
tr24839,True,87.4,135410827,2.0,0,2950,Santon Vastgoed,14.0,Appartement,130.0,b,Antwerpen
tr5492,False,253.0,139116507,5.0,0,2570,Heylen Vastgoed - Mechelen,34.0,Eengezinswoning,237.0,c,Antwerpen
tr12576,True,101.0,120103137,2.0,0,2170,Homeway kantoor Antwerpen,15.0,Appartement,156.0,b,Antwerpen
tr24467,True,114.0,139370103,2.0,0,8710,Immo Francois - Tielt,15.0,Appartement,346.0,d,West-Vlaanderen
tr26154,False,248.0,138134924,4.0,0,8560,Immostad,13.0,Woning,309.0,d,West-Vlaanderen
tr14234,True,86.24,139118588,2.0,1,3970,Sensimmo,23.0,Gelijkvloers app.,65.0,a,Limburg
tr13831,False,170.0,141637177,3.0,0,2870,Dewaele - Puurs,19.0,Woning,508.0,f,Antwerpen
tr4929,False,106.0,142245229,2.0,0,3700,Immo-Center,23.0,Rijwoning,235.0,c,Limburg
tr17015,False,208.0,132706524,4.0,0,3560,GROUP I.N.C.,15.0,Woning,268.0,c,Limburg
tr11374,False,200.0,142557949,4.0,0,8902,"GHESQUIÈRE, BREYNE, DE BRABANDERE & DEGRYSE",36.0,Woning,527.0,f,West-Vlaanderen
tr2183,False,344.0,135032695,3.0,0,9050,Immo Verbrugghe,17.0,Eengezinswoning,484.0,e,Oost-Vlaanderen
tr14384,False,165.0,127551556,4.0,0,1330,TRIOR Rixensart,15.0,Woning,145.0,b,Waals-Brabant
tr1839,False,170.0,135790574,3.0,0,3980,Immo Tessenderlo,30.0,Woning,540.0,f,Limburg
tr22706,False,163.0,138345720,3.0,0,9290,Vastgoed Bulteel,19.0,Woning,-25.0,a,Oost-Vlaanderen
tr11785,False,185.0,138443950,4.0,0,7700,AS - Mouscron,20.0,Burgerswoning,223.0,c,Henegouwen
tr21584,True,106.0,136700017,2.0,1,2350,Heylen Vastgoed - Turnhout,10.0,Gelijkvloers app.,65.0,a,Antwerpen
tr6612,True,115.0,139042789,3.0,0,2890,Immo Middelpunt,20.0,Gelijkvloers app.,175.0,b,Antwerpen
tr22572,False,270.0,140660572,3.0,0,2431,Vastgoedhuys  Laakdal,21.0,Gemengd gebruik,269.0,c,Antwerpen
tr24389,True,78.0,142475345,3.0,0,8020,Caenen - Kantoor Oostkamp,16.0,Appartement,102.0,b,West-Vlaanderen
tr11013,True,136.0,140259091,2.0,0,1070,Best Partner Bruxelles,11.0,Appartement,959.0,g,Hoofdstedelijk Gewest Brussel
tr12458,False,100.0,137749184,2.0,0,4130,CD CONSULT,23.0,Chalet,599.0,g,Luik
tr8097,True,76.0,142637147,2.0,0,9800,Brite Site BV Geert Nollet,22.0,Appartement,115.0,b,Oost-Vlaanderen
tr17992,True,56.0,142064117,1.0,0,2150,Hintjens. Vastgoed,17.0,Serviceflat,65.0,a,Antwerpen
tr22689,True,208.0,140925614,3.0,0,2650,Immo Vivo,21.0,Gelijkvloers app.,290.0,c,Antwerpen
tr9466,True,91.0,138242488,2.0,0,3800,Unknown,14.0,Appartement,118.0,b,Limburg
tr18485,True,250.0,134290940,4.0,1,2340,Your Real Estate_5792 Domestic makelaars Beerse,27.0,Appartement,65.0,a,Antwerpen
tr11262,True,137.0,142251751,3.0,0,3650,Vastgoed Lumaro Lanklaar,24.0,Gelijkvloers app.,190.0,b,Limburg
tr20715,False,363.0,139994887,3.0,0,9506,CasaVista Vastgoedkantoor,37.0,Gemengd gebruik,301.0,d,Oost-Vlaanderen
tr13773,True,114.0,141178963,2.0,0,3583,Ria Poel Vastgoed BV,16.0,Appartement,200.0,b,Limburg
tr20785,False,128.0,142743229,3.0,0,8760,Vastgoed Canniere,19.0,Woning,735.0,f,West-Vlaanderen
tr6222,True,144.0,138263962,3.0,1,1160,Victoire Promotion,14.0,Appartement,45.0,a,Hoofdstedelijk Gewest Brussel
tr821,False,103.0,141205254,3.0,0,4040,Sciara Immo,23.0,Eengezinswoning,336.0,d,Luik
tr10727,False,95.0,139972261,3.0,0,9900,Vastgoed Unicum,15.0,Woning,560.0,f,Oost-Vlaanderen
tr2685,False,154.0,140686833,3.0,1,9900,Bonne Vastgoed ,5.0,Uitzonderlijke woning,65.0,a,Oost-Vlaanderen
tr6812,True,123.0,138486591,3.0,0,3140,Vastgoedkantoor Winston Schoeters,17.0,Appartement,68.0,a,Vlaams-Brabant
tr6726,False,215.0,142960608,3.0,0,6670,ERA B-Lux (Bastogne),19.0,Fermette,474.0,f,Luxemburg
tr22751,False,194.0,141625667,2.0,0,8950,Vastgoed Vandermarliere,32.0,Woning,241.0,c,West-Vlaanderen
tr16384,True,108.0,111572607,1.0,1,2440,IMMO S|P - GEEL,7.0,Appartement,65.0,a,Antwerpen
tr14065,True,70.0,139807159,2.0,0,8380,ERA Servimo (Knokke),12.0,Appartement,120.0,b,West-Vlaanderen
tr26852,True,260.0,140840381,4.0,0,2570,IMMO VERCAMMEN,15.0,Appartement,241.0,c,Antwerpen
tr21175,False,195.0,142574660,3.0,0,3511,Sensimmo,26.0,Woning,446.0,e,Limburg
tr4861,False,265.0,133600894,2.0,0,1547,Cornelis & Partners Geraardsbergen,22.0,Woning,339.0,d,Vlaams-Brabant
tr11359,False,133.0,136110043,4.0,0,8850,OPTIMMO Ardooie,15.0,Woning,360.0,d,West-Vlaanderen
tr4387,True,88.0,138762211,2.0,0,9400,Delestré immobiliën,4.0,Appartement,20.0,a,Oost-Vlaanderen
tr13117,False,270.0,137921112,6.0,0,5590,B&C IMMO,31.0,Woning,289.0,d,Namen
tr2702,False,650.0,139478368,8.0,0,3790,WOLFS L'Immobilière,42.0,Woning,211.0,c,Limburg
tr17607,True,72.0,142652399,2.0,0,2160,VB Vastgoed - Wijnegem,9.0,Appartement,214.0,c,Antwerpen
tr5746,False,213.0,137645980,4.0,0,9800,Landbergh ,20.0,Woning,65.0,a,Oost-Vlaanderen
tr13861,True,58.0,96020800,2.0,0,3530,Immo Wereld,29.0,Appartement,263.0,c,Limburg
tr3588,True,115.0,134622267,3.0,0,3560,Immo Benny Simons,15.0,Appartement,122.0,b,Limburg
tr26262,False,245.0,141849112,5.0,0,3920,Hozimmo,25.0,Woning,251.0,c,Limburg
tr4990,False,200.5,141903560,4.0,0,8530,Office Kortrijk,20.0,Woning,339.0,d,West-Vlaanderen
